age,gender,residing_country,education_level,employment_status,relationship_status,cohabiting_adults_no,cohabiting_kids_no,perceived_stress_level,happiness_score
47.0,Male,Spain,Some University or equivalent,Employed,Married,1.0,2.0,high,6.490699768066406
24.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,2.0,1.0,high,5.477200031280518
22.0,Female,Russian Federation,University degree,Employed,Dating,0.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,1.0,0.0,high,5.477200031280518
25.0,Male,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,Up to 12 years of school,Employed,Single,3.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,2.0,0.0,high,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,Up to 12 years of school,Employed,Single,2.0,0.0,high,5.477200031280518
24.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,3.0,0.0,high,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,low,5.477200031280518
50.0,Female,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Single,2.0,2.0,low,5.477200031280518
43.0,Female,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
49.0,Male,Russian Federation,University degree,Employed,Married,1.0,0.0,low,5.477200031280518
36.0,Female,Russian Federation,University degree,Employed,Married,2.0,3.0,high,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Others,Other or would not say,2.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Others,Single,1.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Other or would not say,2.0,0.0,high,5.477200031280518
34.0,Female,Russian Federation,Up to 12 years of school,Employed,Cohabitating,1.0,1.0,high,5.477200031280518
21.0,Male,Russian Federation,Up to 12 years of school,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
23.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,high,5.477200031280518
29.0,Female,Russian Federation,University degree,Employed,Single,1.0,0.0,high,5.477200031280518
22.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,Up to 12 years of school,Unemployed,Single,2.0,0.0,high,5.477200031280518
25.0,Male,Russian Federation,University degree,Employed,Separated / divorced,0.0,0.0,high,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,0.0,0.0,low,5.477200031280518
24.0,Female,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
46.0,Female,Russian Federation,University degree,Employed,Married,3.0,1.0,low,5.477200031280518
27.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Others,Single,3.0,0.0,low,5.477200031280518
25.0,Male,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,high,5.477200031280518
42.0,Female,Russian Federation,Up to 12 years of school,Others,Married,4.0,1.0,low,5.477200031280518
30.0,Male,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
59.0,Male,Russian Federation,University degree,Others,Married,3.0,1.0,low,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Other or would not say,0.0,0.0,high,5.477200031280518
24.0,Female,Russian Federation,University degree,Employed,Single,0.0,0.0,high,5.477200031280518
36.0,Female,Russian Federation,University degree,Employed,Married,1.0,2.0,low,5.477200031280518
36.0,Male,Russian Federation,Up to 12 years of school,Employed,Married,2.0,2.0,low,5.477200031280518
33.0,Female,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
31.0,Male,Russian Federation,University degree,Employed,Separated / divorced,1.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,high,5.477200031280518
24.0,Female,Russian Federation,University degree,Employed,Single,3.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
24.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
30.0,Male,Russian Federation,Some University or equivalent,Employed,Single,5.0,0.0,low,5.477200031280518
25.0,Female,Russian Federation,University degree,Employed,Married,1.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Employed,Single,1.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,University degree,Employed,Married,0.0,0.0,low,5.477200031280518
22.0,Male,Russian Federation,University degree,Others,Single,3.0,0.0,high,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Employed,Married,1.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,high,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,University degree,Employed,Single,2.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Other or would not say,3.0,1.0,high,5.477200031280518
40.0,Male,Russian Federation,University degree,Employed,Separated / divorced,1.0,0.0,high,5.477200031280518
26.0,Male,Russian Federation,University degree,Employed,Single,2.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,less than 12 years of school,Employed,Dating,1.0,0.0,high,5.477200031280518
23.0,Male,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
43.0,Female,Russian Federation,Up to 12 years of school,Employed,Married,1.0,1.0,high,5.477200031280518
51.0,Female,Russian Federation,University degree,Employed,Married,2.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,2.0,0.0,low,5.477200031280518
46.0,Female,Russian Federation,Up to 12 years of school,Unemployed,Married,3.0,0.0,low,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Married,1.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Dating,2.0,1.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Single,2.0,0.0,high,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Employed,Single,1.0,0.0,high,5.477200031280518
21.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,5.0,0.0,low,5.477200031280518
27.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,high,5.477200031280518
42.0,Female,Russian Federation,University degree,Employed,Separated / divorced,1.0,0.0,high,5.477200031280518
42.0,Male,Russian Federation,University degree,Employed,Married,1.0,1.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,2.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
48.0,Female,Russian Federation,University degree,Employed,Married,1.0,0.0,low,5.477200031280518
27.0,Male,Russian Federation,University degree,Employed,Dating,1.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Dating,1.0,0.0,high,5.477200031280518
20.0,Female,Ukraine,Some University or equivalent,Employed,Single,2.0,0.0,low,4.874800205230713
22.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,2.0,0.0,high,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Single,2.0,0.0,low,5.477200031280518
18.0,Male,Russian Federation,Up to 12 years of school,Others,Single,1.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Single,3.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,2.0,0.0,high,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,Some University or equivalent,Employed,Cohabitating,2.0,0.0,low,5.477200031280518
33.0,Male,Russian Federation,University degree,Employed,Cohabitating,2.0,0.0,high,5.477200031280518
28.0,Male,Russian Federation,University degree,Employed,Single,3.0,0.0,low,5.477200031280518
51.0,Female,Russian Federation,University degree,Employed,Widowed,2.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,2.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,Up to 12 years of school,Unemployed,Single,3.0,0.0,low,5.477200031280518
29.0,Female,Russian Federation,University degree,Employed,Separated / divorced,1.0,2.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Single,1.0,0.0,high,5.477200031280518
22.0,Male,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
31.0,Female,Russian Federation,University degree,Employed,Single,2.0,0.0,low,5.477200031280518
24.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,high,5.477200031280518
58.0,Female,Russian Federation,University degree,Employed,Married,3.0,2.0,low,5.477200031280518
46.0,Female,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Unemployed,Dating,1.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,0.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,1.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Unemployed,Married,1.0,0.0,low,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Others,Single,2.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,high,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Others,Dating,1.0,0.0,low,5.477200031280518
45.0,Female,Russian Federation,Up to 12 years of school,Employed,Married,3.0,0.0,high,5.477200031280518
23.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,2.0,1.0,high,5.477200031280518
22.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,0.0,0.0,high,5.477200031280518
22.0,Female,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,high,5.477200031280518
24.0,Male,Russian Federation,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.477200031280518
48.0,Male,Russian Federation,University degree,Others,Married,2.0,0.0,low,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
23.0,Male,Russian Federation,University degree,Employed,Dating,0.0,0.0,low,5.477200031280518
18.0,Male,Russian Federation,Some University or equivalent,Unemployed,Single,1.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Dating,1.0,1.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,high,5.477200031280518
18.0,Male,Russian Federation,Some University or equivalent,Others,Separated / divorced,1.0,0.0,low,5.477200031280518
43.0,Female,Russian Federation,Up to 12 years of school,Unemployed,Married,2.0,0.0,high,5.477200031280518
22.0,Male,Russian Federation,Some University or equivalent,Others,Dating,2.0,0.0,low,5.477200031280518
22.0,Male,Russian Federation,Some University or equivalent,Employed,Single,1.0,1.0,low,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,low,5.477200031280518
18.0,Male,Russian Federation,Up to 12 years of school,Employed,Single,2.0,2.0,low,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Employed,Single,1.0,0.0,low,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Others,Single,2.0,0.0,low,5.477200031280518
18.0,Male,Russian Federation,Up to 12 years of school,Others,Single,2.0,0.0,low,5.477200031280518
18.0,Male,Russian Federation,Some University or equivalent,Others,Other or would not say,3.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,2.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,low,5.477200031280518
22.0,Male,Russian Federation,less than 12 years of school,Employed,Married,2.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Others,Dating,1.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,3.0,1.0,high,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Others,Single,2.0,2.0,high,5.477200031280518
20.0,Male,Russian Federation,less than 12 years of school,Others,Dating,0.0,0.0,low,5.477200031280518
26.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,less than 12 years of school,Employed,Single,3.0,0.0,low,5.477200031280518
34.0,Female,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
45.0,Female,Russian Federation,University degree,Employed,Married,3.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Up to 12 years of school,Employed,Married,2.0,0.0,high,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Married,1.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,low,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Others,Dating,2.0,0.0,low,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,1.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Other or would not say,0.0,0.0,low,5.477200031280518
24.0,Female,Russian Federation,University degree,Others,Single,3.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,high,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Others,Cohabitating,1.0,0.0,high,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,high,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Others,Single,3.0,1.0,low,5.477200031280518
26.0,Male,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,2.0,0.0,high,5.477200031280518
22.0,Male,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,2.0,0.0,high,5.477200031280518
24.0,Male,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,low,5.477200031280518
18.0,Male,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Unemployed,Single,2.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,0.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,4.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Separated / divorced,1.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,less than 12 years of school,Others,Dating,0.0,0.0,high,5.477200031280518
21.0,Male,Russian Federation,University degree,Employed,Other or would not say,2.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,University degree,Employed,Dating,0.0,0.0,low,5.477200031280518
23.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,0.0,0.0,low,5.477200031280518
18.0,Male,Russian Federation,Up to 12 years of school,Others,Single,4.0,0.0,low,5.477200031280518
37.0,Female,Russian Federation,Up to 12 years of school,Employed,Separated / divorced,1.0,1.0,high,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Single,3.0,1.0,low,5.477200031280518
18.0,Male,Russian Federation,Some University or equivalent,Others,Single,3.0,2.0,low,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Others,Single,5.0,1.0,high,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Others,Single,5.0,1.0,high,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Employed,Dating,3.0,1.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Employed,Single,3.0,1.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,1.0,0.0,high,5.477200031280518
22.0,Male,Russian Federation,Up to 12 years of school,Employed,Dating,0.0,1.0,low,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Others,Single,5.0,1.0,high,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Others,Single,5.0,1.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Employed,Single,3.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Unemployed,Single,0.0,0.0,high,5.477200031280518
23.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,low,5.477200031280518
24.0,Male,Russian Federation,less than 12 years of school,Employed,Dating,0.0,0.0,low,5.477200031280518
43.0,Female,Russian Federation,University degree,Employed,Other or would not say,0.0,0.0,high,5.477200031280518
27.0,Female,Russian Federation,University degree,Employed,Dating,1.0,0.0,high,5.477200031280518
26.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,high,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,2.0,1.0,low,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Unemployed,Single,4.0,0.0,high,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Single,2.0,2.0,high,5.477200031280518
53.0,Male,Russian Federation,Up to 12 years of school,Employed,Married,1.0,0.0,high,5.477200031280518
18.0,Male,Russian Federation,Some University or equivalent,Others,Dating,1.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Dating,1.0,0.0,high,5.477200031280518
24.0,Male,Russian Federation,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Up to 12 years of school,Employed,Dating,2.0,0.0,high,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Single,3.0,1.0,low,5.477200031280518
45.0,Female,Russian Federation,University degree,Employed,Single,0.0,0.0,low,5.477200031280518
25.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,1.0,0.0,high,5.477200031280518
22.0,Male,Russian Federation,Some University or equivalent,Employed,Cohabitating,3.0,0.0,low,5.477200031280518
25.0,Female,Russian Federation,Some University or equivalent,Employed,Single,1.0,0.0,high,5.477200031280518
43.0,Female,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
52.0,Female,Russian Federation,University degree,Employed,Separated / divorced,2.0,0.0,high,5.477200031280518
34.0,Female,Russian Federation,University degree,Employed,Married,0.0,0.0,low,5.477200031280518
23.0,Male,Russian Federation,University degree,Employed,Dating,3.0,0.0,low,5.477200031280518
23.0,Male,Russian Federation,University degree,Employed,Dating,3.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,2.0,1.0,low,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,3.0,0.0,high,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Others,Dating,2.0,1.0,low,5.477200031280518
24.0,Female,Russian Federation,Some University or equivalent,Employed,Married,1.0,0.0,low,5.477200031280518
25.0,Female,Russian Federation,University degree,Employed,Married,0.0,0.0,high,5.477200031280518
30.0,Female,Russian Federation,University degree,Unemployed,Married,1.0,1.0,low,5.477200031280518
22.0,Female,Russian Federation,Up to 12 years of school,Employed,Dating,3.0,0.0,low,5.477200031280518
36.0,Female,Russian Federation,University degree,Employed,Married,1.0,2.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,high,5.477200031280518
23.0,Female,Russian Federation,University degree,Employed,Single,2.0,1.0,low,5.477200031280518
22.0,Female,Russian Federation,University degree,Employed,Dating,1.0,0.0,low,5.477200031280518
53.0,Male,Russian Federation,Up to 12 years of school,Employed,Married,3.0,1.0,low,5.477200031280518
38.0,Male,Russian Federation,University degree,Employed,Single,0.0,0.0,low,5.477200031280518
40.0,Female,Russian Federation,Some University or equivalent,Employed,Married,4.0,1.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Unemployed,Dating,2.0,2.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,3.0,2.0,low,5.477200031280518
22.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,0.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Dating,2.0,1.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,2.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Others,Dating,1.0,1.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,2.0,2.0,low,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,high,5.477200031280518
24.0,Female,Russian Federation,Some University or equivalent,Employed,Single,0.0,0.0,high,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
23.0,Male,Russian Federation,Up to 12 years of school,Employed,Dating,1.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Unemployed,Married,1.0,0.0,low,5.477200031280518
25.0,Female,Russian Federation,University degree,Employed,Cohabitating,1.0,0.0,low,5.477200031280518
36.0,Male,Spain,Up to 12 years of school,Employed,Dating,2.0,1.0,low,6.490699768066406
18.0,Female,Russian Federation,Some University or equivalent,Others,Dating,1.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,5.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Others,Dating,3.0,0.0,high,5.477200031280518
33.0,Female,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
22.0,Male,Russian Federation,Some University or equivalent,Employed,Dating,0.0,0.0,low,5.477200031280518
21.0,Male,Russian Federation,Some University or equivalent,Others,Other or would not say,3.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,high,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Unemployed,Single,1.0,1.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Others,Dating,0.0,0.0,high,5.477200031280518
22.0,Female,Russian Federation,University degree,Others,Single,0.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Married,2.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Employed,Single,2.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Other or would not say,0.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Some University or equivalent,Unemployed,Single,2.0,1.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Single,1.0,0.0,low,5.477200031280518
19.0,Male,Russian Federation,Some University or equivalent,Unemployed,Single,0.0,0.0,high,5.477200031280518
25.0,Male,Russian Federation,Up to 12 years of school,Employed,Married,4.0,1.0,high,5.477200031280518
19.0,Female,Russian Federation,Up to 12 years of school,Employed,Single,1.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,University degree,Employed,Single,0.0,0.0,high,5.477200031280518
34.0,Male,Ukraine,University degree,Employed,Married,1.0,2.0,high,4.874800205230713
20.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,high,5.477200031280518
18.0,Female,Russian Federation,Up to 12 years of school,Others,Other or would not say,3.0,1.0,high,5.477200031280518
23.0,Female,Russian Federation,Some University or equivalent,Others,Married,1.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,2.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,3.0,0.0,high,5.477200031280518
50.0,Female,Russian Federation,University degree,Employed,Married,1.0,0.0,low,5.477200031280518
29.0,Female,Russian Federation,University degree,Employed,Married,1.0,1.0,low,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Employed,Separated / divorced,2.0,0.0,high,5.477200031280518
18.0,Male,Russian Federation,Up to 12 years of school,Others,Dating,2.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Employed,Dating,2.0,1.0,high,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Cohabitating,1.0,0.0,high,5.477200031280518
21.0,Female,Russian Federation,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.477200031280518
22.0,Female,Russian Federation,Up to 12 years of school,Employed,Married,0.0,0.0,high,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Employed,Cohabitating,1.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,less than 12 years of school,Others,Single,0.0,0.0,high,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Dating,1.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Others,Single,2.0,2.0,low,5.477200031280518
18.0,Female,Russian Federation,less than 12 years of school,Others,Other or would not say,2.0,0.0,low,5.477200031280518
20.0,Male,Russian Federation,Some University or equivalent,Others,Dating,1.0,1.0,high,5.477200031280518
21.0,Female,Russian Federation,Up to 12 years of school,Employed,Married,4.0,0.0,low,5.477200031280518
19.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
20.0,Female,Russian Federation,Some University or equivalent,Others,Single,0.0,0.0,high,5.477200031280518
22.0,Female,Russian Federation,Some University or equivalent,Employed,Married,1.0,0.0,low,5.477200031280518
21.0,Female,Russian Federation,Some University or equivalent,Others,Dating,0.0,0.0,low,5.477200031280518
22.0,Male,Russian Federation,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.477200031280518
